trial_num,dictator,disrupted,p1get,p2get,p1get_ori,p2get_ori,score1,score2,score3,allocateRT,s1RT,s2RT,s3RT,answered_allocate,answered_s1,answered_s2,answered_s3
40,1,-2,7,3,9,1,1,3,1,9659.0954,9670.0348,9667.3426,9673.7897,1,1,1,1
41,1,-2,7,3,9,1,1,6,1,9691.7688,9702.8412,9700.0319,9706.73,1,1,1,1
42,2,0,1,9,1,9,5,1,1,9725.8422,9730.5963,9731.3485,9734.7804,1,1,1,1
43,2,2,1,9,1,9,5,1,1,9758.1425,9761.7262,9764.2892,9768.9339,1,1,1,1
44,2,0,1,9,1,9,-1,1,4,9790.6547,9793.9708,9798.5668,9800.9509,1,1,1,1
45,1,0,9,1,9,1,1,4,1,9823.5131,9833.1805,9831.6123,9837.0529,1,1,1,1
46,2,2,1,9,1,9,1,1,3,9857.0184,9862.9423,9864.0171,9865.1345,1,1,1,1
47,2,2,1,9,1,9,5,1,-1,9888.398,9892.777,9896.0697,9896.5356,1,1,1,1
48,2,-2,3,7,1,9,1,1,3,9922.0663,9926.0629,9929.7325,9929.7474,1,1,1,1
49,1,0,9,1,9,1,1,1,1,9953.4464,9963.2538,9961.086,9967.5328,1,1,1,1
50,1,-2,1,9,2,8,7,3,7,9985.3078,9997.3199,9991.9856,10001.5572,1,1,1,1
51,2,0,9,1,9,1,5,7,6,10019.4135,10023.0644,10025.9199,10027.3183,1,1,1,1
52,1,0,1,9,1,9,7,-1,7,0,10062.3468,10057.8445,10067.2315,0,1,1,1
53,1,2,9,1,9,1,1,-1,1,10084.8115,10093.6456,0,10097.9323,1,1,0,1
54,2,0,1,9,1,9,4,1,5,10116.3042,10120.9581,10122.0579,10125.0553,1,1,1,1
55,1,2,9,1,9,1,1,1,1,10148.3595,10158.3961,10156.506,10162.7027,1,1,1,1
56,1,2,9,1,9,1,1,2,1,10179.5822,10190.6365,10187.2445,10195.0653,1,1,1,1
57,2,0,1,9,1,9,2,1,1,10214.1661,10218.4571,10223.3401,10223.2935,1,1,1,1
58,1,0,9,1,9,1,1,5,1,10246.8273,10256.1565,10255.5017,10260.6885,1,1,1,1
59,1,2,7,3,5,5,1,5,1,10280.1092,10288.8846,10287.1052,10291.4938,1,1,1,1
60,2,0,1,9,1,9,7,1,-1,10310.676,10316.2123,10317.6115,10319.2289,1,1,1,1
61,1,-2,7,3,9,1,1,4,1,10342.9548,10354.3195,10350.2048,10358.1368,1,1,1,1
62,2,2,1,9,1,9,-1,1,6,10377.4403,10382.5821,10384.7952,10386.1113,1,1,1,1
63,1,2,9,1,9,1,1,2,1,10409.3253,10419.8317,10417.0402,10424.0263,1,1,1,1
64,2,2,1,9,1,9,1,1,2,10443.6276,10447.066,10448.1513,10452.1623,1,1,1,1
65,2,-2,3,7,1,9,5,1,6,10474.2419,10478.3364,10481.4075,10483.0094,1,1,1,1
66,2,-2,3,7,1,9,1,1,4,10507.6589,10511.8197,10513.6803,10515.2958,1,1,1,1
67,1,2,9,1,9,1,1,1,1,10537.4772,10549.1783,10545.253,10553.5579,1,1,1,1
68,1,0,9,1,9,1,1,5,1,10570.5251,10582.504,10578.5684,10585.8647,1,1,1,1
69,2,0,1,9,1,9,2,1,1,10605.1807,10609.2617,10613.5805,10613.5345,1,1,1,1
70,1,0,9,1,9,1,1,1,1,10635.1289,10647.2952,10643.6386,10652.2065,1,1,1,1
71,1,0,9,1,9,1,1,1,1,10669.401,10679.168,10676.5108,10684.3713,1,1,1,1
72,1,0,9,1,9,1,1,2,1,10699.7806,10711.7997,10708.088,10715.4917,1,1,1,1
73,2,0,1,9,1,9,2,1,1,10734.2789,10739.2788,10740.5676,10743.5741,1,1,1,1
74,2,2,1,9,1,9,7,1,1,10770.4824,10772.7449,10773.6064,10776.4069,1,1,1,1
75,1,0,9,1,9,1,1,4,1,10797.616,10808.3188,10806.8844,10811.9077,1,1,1,1
76,2,-2,3,7,1,9,1,1,3,10832.1349,10836.8596,10837.6927,10840.1327,1,1,1,1
77,1,0,9,1,9,1,1,2,1,10862.2058,10873.2216,10874.0863,10877.0718,1,1,1,1
78,1,-2,7,3,9,1,1,2,1,10895.0348,10906.1395,10902.173,10909.6601,1,1,1,1
79,2,0,1,9,1,9,1,1,3,10930.2778,10934.5161,10936.4279,10939.0407,1,1,1,1
80,2,0,1,9,1,9,7,1,2,10963.9642,10967.5464,10970.5204,10970.6709,1,1,1,1
